entry,at,order
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:13:33.569Z,168861681356906
"""Owen @ JGirBATScU"" posts a small blind of 0.10",2023-07-06T04:13:33.569Z,168861681356905
"Your hand is J♥, 2♥",2023-07-06T04:13:33.569Z,168861681356904
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (19.75) | #9 ""Sean @ I9uEZMV7hl"" (16.12) | #10 ""Owen @ JGirBATScU"" (49.13)",2023-07-06T04:13:33.569Z,168861681356901
"-- starting hand #146 (id: qcyizm4p0pgu)  (No Limit Texas Hold'em) (dealer: ""Sean @ I9uEZMV7hl"") --",2023-07-06T04:13:33.569Z,168861681356900
"-- ending hand #145 --",2023-07-06T04:13:27.564Z,168861680756403
"""Sean @ I9uEZMV7hl"" shows a A♠, J♠.",2023-07-06T04:13:27.564Z,168861680756402
"""Dirty Diaper @ 8pl6FnZxfN"" collected 5.40 from pot with Full House, K's over 8's (combination: K♦, K♥, K♣, 8♣, 8♥)",2023-07-06T04:13:27.564Z,168861680756401
"""Dirty Diaper @ 8pl6FnZxfN"" shows a 7♣, 8♣.",2023-07-06T04:13:27.564Z,168861680756400
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:13:26.761Z,168861680676100
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:13:25.031Z,168861680503100
"River: 8♥, K♦, K♥, K♣ [2♥]",2023-07-06T04:13:22.514Z,168861680251400
"""Sean @ I9uEZMV7hl"" calls 1.80",2023-07-06T04:13:21.698Z,168861680169800
"""Dirty Diaper @ 8pl6FnZxfN"" bets 1.80",2023-07-06T04:13:19.985Z,168861679998500
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:13:16.494Z,168861679649400
"Turn: 8♥, K♦, K♥ [K♣]",2023-07-06T04:13:10.840Z,168861679084000
"""Owen @ JGirBATScU"" folds",2023-07-06T04:13:10.017Z,168861679001700
"""Sean @ I9uEZMV7hl"" calls 0.60",2023-07-06T04:13:05.577Z,168861678557700
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.60",2023-07-06T04:13:03.987Z,168861678398700
"""Owen @ JGirBATScU"" checks",2023-07-06T04:13:00.070Z,168861678007000
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:12:56.427Z,168861677642700
"Flop:  [8♥, K♦, K♥]",2023-07-06T04:12:54.458Z,168861677445800
"""Owen @ JGirBATScU"" checks",2023-07-06T04:12:53.627Z,168861677362700
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:12:47.158Z,168861676715800
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.20",2023-07-06T04:12:45.703Z,168861676570300
"""Owen @ JGirBATScU"" posts a big blind of 0.20",2023-07-06T04:12:43.646Z,168861676364606
"""Sean @ I9uEZMV7hl"" posts a small blind of 0.10",2023-07-06T04:12:43.646Z,168861676364605
"Your hand is J♦, 6♠",2023-07-06T04:12:43.646Z,168861676364604
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (16.95) | #9 ""Sean @ I9uEZMV7hl"" (18.72) | #10 ""Owen @ JGirBATScU"" (49.33)",2023-07-06T04:12:43.646Z,168861676364601
"-- starting hand #145 (id: qlriwyeo0qok)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ 8pl6FnZxfN"") --",2023-07-06T04:12:43.646Z,168861676364600
"-- ending hand #144 --",2023-07-06T04:12:40.715Z,168861676071502
"""Dirty Diaper @ 8pl6FnZxfN"" collected 0.80 from pot",2023-07-06T04:12:40.715Z,168861676071501
"Uncalled bet of 0.80 returned to ""Dirty Diaper @ 8pl6FnZxfN""",2023-07-06T04:12:40.715Z,168861676071500
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:12:39.857Z,168861675985700
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.80",2023-07-06T04:12:32.537Z,168861675253700
"Turn: 2♦, 10♦, 6♦ [J♥]",2023-07-06T04:12:25.474Z,168861674547400
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:12:24.617Z,168861674461700
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:12:19.612Z,168861673961200
"Flop:  [2♦, 10♦, 6♦]",2023-07-06T04:12:07.468Z,168861672746800
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:12:06.648Z,168861672664800
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.20",2023-07-06T04:12:05.047Z,168861672504700
"""Owen @ JGirBATScU"" folds",2023-07-06T04:12:02.949Z,168861672294900
"""Sean @ I9uEZMV7hl"" posts a big blind of 0.20",2023-07-06T04:11:49.890Z,168861670989006
"""Dirty Diaper @ 8pl6FnZxfN"" posts a small blind of 0.10",2023-07-06T04:11:49.890Z,168861670989005
"Your hand is 7♠, 10♥",2023-07-06T04:11:49.890Z,168861670989004
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (16.55) | #9 ""Sean @ I9uEZMV7hl"" (19.12) | #10 ""Owen @ JGirBATScU"" (49.33)",2023-07-06T04:11:49.890Z,168861670989001
"-- starting hand #144 (id: 8tnv30isaqhu)  (No Limit Texas Hold'em) (dealer: ""Owen @ JGirBATScU"") --",2023-07-06T04:11:49.890Z,168861670989000
"-- ending hand #143 --",2023-07-06T04:11:43.888Z,168861670388801
"""Sean @ I9uEZMV7hl"" collected 19.12 from pot with Three of a Kind, 10's (combination: 10♠, 10♣, 10♥, J♣, 6♥)",2023-07-06T04:11:43.888Z,168861670388800
"River: 10♣, 10♥, 6♥, 2♥ [J♣]",2023-07-06T04:11:39.845Z,168861669984500
"""Owen @ JGirBATScU"" shows a A♥, A♣.",2023-07-06T04:11:35.824Z,168861669582402
"""Sean @ I9uEZMV7hl"" shows a 10♠, 5♥.",2023-07-06T04:11:35.824Z,168861669582401
"Uncalled bet of 10.89 returned to ""Owen @ JGirBATScU""",2023-07-06T04:11:35.824Z,168861669582400
"""Sean @ I9uEZMV7hl"" calls 5.66 and go all in",2023-07-06T04:11:35.017Z,168861669501700
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:11:30.993Z,168861669099300
"""Owen @ JGirBATScU"" bets 16.55",2023-07-06T04:11:28.172Z,168861668817200
"Turn: 10♣, 10♥, 6♥ [2♥]",2023-07-06T04:11:23.263Z,168861668326300
"""Sean @ I9uEZMV7hl"" calls 1.80",2023-07-06T04:11:22.435Z,168861668243500
"""Dirty Diaper @ 8pl6FnZxfN"" calls 1.80",2023-07-06T04:11:14.104Z,168861667410400
"""Owen @ JGirBATScU"" bets 1.80",2023-07-06T04:11:06.595Z,168861666659500
"Flop:  [10♣, 10♥, 6♥]",2023-07-06T04:10:58.443Z,168861665844300
"""Sean @ I9uEZMV7hl"" calls 0.80",2023-07-06T04:10:57.627Z,168861665762700
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.80",2023-07-06T04:10:53.666Z,168861665366600
"""Owen @ JGirBATScU"" raises to 0.80",2023-07-06T04:10:50.547Z,168861665054700
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:10:47.762Z,168861664776200
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:10:45.980Z,168861664598006
"""Owen @ JGirBATScU"" posts a small blind of 0.10",2023-07-06T04:10:45.980Z,168861664598005
"Your hand is A♥, A♣",2023-07-06T04:10:45.980Z,168861664598004
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (19.15) | #9 ""Sean @ I9uEZMV7hl"" (8.26) | #10 ""Owen @ JGirBATScU"" (57.59)",2023-07-06T04:10:45.980Z,168861664598001
"-- starting hand #143 (id: jiaitn5w0rbs)  (No Limit Texas Hold'em) (dealer: ""Sean @ I9uEZMV7hl"") --",2023-07-06T04:10:45.980Z,168861664598000
"""Dirty Diaper @ 8pl6FnZxfN"" shows a 6♣, 7♥.",2023-07-06T04:10:43.693Z,168861664369300
"-- ending hand #142 --",2023-07-06T04:10:42.375Z,168861664237502
"""Owen @ JGirBATScU"" collected 2.40 from pot",2023-07-06T04:10:42.375Z,168861664237501
"Uncalled bet of 1.20 returned to ""Owen @ JGirBATScU""",2023-07-06T04:10:42.375Z,168861664237500
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:10:41.475Z,168861664147500
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:10:33.747Z,168861663374700
"""Owen @ JGirBATScU"" bets 1.20",2023-07-06T04:10:18.310Z,168861661831000
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:10:14.794Z,168861661479400
"Turn: 8♦, 2♣, 5♠ [7♠]",2023-07-06T04:10:07.348Z,168861660734800
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:10:06.452Z,168861660645200
"""Owen @ JGirBATScU"" checks",2023-07-06T04:10:05.575Z,168861660557500
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:10:04.236Z,168861660423600
"Flop:  [8♦, 2♣, 5♠]",2023-07-06T04:09:51.057Z,168861659105700
"""Sean @ I9uEZMV7hl"" calls 0.80",2023-07-06T04:09:50.242Z,168861659024200
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.80",2023-07-06T04:09:36.365Z,168861657636500
"""Owen @ JGirBATScU"" raises to 0.80",2023-07-06T04:09:30.675Z,168861657067500
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:09:25.928Z,168861656592800
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.20",2023-07-06T04:09:24.997Z,168861656499700
"""Owen @ JGirBATScU"" posts a big blind of 0.20",2023-07-06T04:09:21.196Z,168861656119606
"""Sean @ I9uEZMV7hl"" posts a small blind of 0.10",2023-07-06T04:09:21.196Z,168861656119605
"Your hand is K♠, 8♠",2023-07-06T04:09:21.196Z,168861656119604
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (19.95) | #9 ""Sean @ I9uEZMV7hl"" (9.06) | #10 ""Owen @ JGirBATScU"" (55.99)",2023-07-06T04:09:21.196Z,168861656119601
"-- starting hand #142 (id: j205mrlk92tz)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ 8pl6FnZxfN"") --",2023-07-06T04:09:21.196Z,168861656119600
"-- ending hand #141 --",2023-07-06T04:09:18.248Z,168861655824802
"""Sean @ I9uEZMV7hl"" collected 0.20 from pot",2023-07-06T04:09:18.248Z,168861655824801
"Uncalled bet of 0.10 returned to ""Sean @ I9uEZMV7hl""",2023-07-06T04:09:18.248Z,168861655824800
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:09:17.427Z,168861655742700
"""Owen @ JGirBATScU"" folds",2023-07-06T04:09:05.783Z,168861654578300
"""Sean @ I9uEZMV7hl"" posts a big blind of 0.20",2023-07-06T04:09:02.504Z,168861654250406
"""Dirty Diaper @ 8pl6FnZxfN"" posts a small blind of 0.10",2023-07-06T04:09:02.504Z,168861654250405
"Your hand is 2♣, 3♥",2023-07-06T04:09:02.504Z,168861654250404
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.05) | #9 ""Sean @ I9uEZMV7hl"" (8.96) | #10 ""Owen @ JGirBATScU"" (55.99)",2023-07-06T04:09:02.504Z,168861654250401
"-- starting hand #141 (id: qal7fy5cdiqa)  (No Limit Texas Hold'em) (dealer: ""Owen @ JGirBATScU"") --",2023-07-06T04:09:02.504Z,168861654250400
"-- ending hand #140 --",2023-07-06T04:08:56.488Z,168861653648804
"""Sean @ I9uEZMV7hl"" collected 0.65 from pot with Pair, K's (combination: K♠, K♣, A♥, J♦, 9♣)",2023-07-06T04:08:56.488Z,168861653648803
"""Sean @ I9uEZMV7hl"" shows a 8♠, K♠.",2023-07-06T04:08:56.488Z,168861653648802
"""Dirty Diaper @ 8pl6FnZxfN"" collected 0.65 from pot with Pair, K's (combination: K♥, K♣, A♥, J♦, 9♣)",2023-07-06T04:08:56.488Z,168861653648801
"""Dirty Diaper @ 8pl6FnZxfN"" shows a K♥, 8♥.",2023-07-06T04:08:56.488Z,168861653648800
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:08:55.674Z,168861653567400
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:08:52.961Z,168861653296100
"River: K♣, J♦, 9♣, A♥ [6♦]",2023-07-06T04:08:52.132Z,168861653213200
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:08:51.291Z,168861653129100
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:08:46.929Z,168861652692900
"Turn: K♣, J♦, 9♣ [A♥]",2023-07-06T04:08:26.908Z,168861650690800
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:08:26.076Z,168861650607600
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:08:22.977Z,168861650297700
"Flop:  [K♣, J♦, 9♣]",2023-07-06T04:08:11.563Z,168861649156300
"""Sean @ I9uEZMV7hl"" calls 0.40",2023-07-06T04:08:10.713Z,168861649071300
"""Dirty Diaper @ 8pl6FnZxfN"" raises to 0.40",2023-07-06T04:08:08.252Z,168861648825200
"""Owen @ JGirBATScU"" folds",2023-07-06T04:08:02.228Z,168861648222800
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:07:57.090Z,168861647709000
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:07:54.944Z,168861647494406
"""Owen @ JGirBATScU"" posts a small blind of 0.10",2023-07-06T04:07:54.944Z,168861647494405
"Your hand is 3♦, 7♥",2023-07-06T04:07:54.944Z,168861647494404
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.00) | #9 ""Sean @ I9uEZMV7hl"" (8.91) | #10 ""Owen @ JGirBATScU"" (56.09)",2023-07-06T04:07:54.944Z,168861647494401
"-- starting hand #140 (id: hvoubuvsne9i)  (No Limit Texas Hold'em) (dealer: ""Sean @ I9uEZMV7hl"") --",2023-07-06T04:07:54.944Z,168861647494400
"""Owen @ JGirBATScU"" shows a J♠, A♠.",2023-07-06T04:07:50.061Z,168861647006100
"-- ending hand #139 --",2023-07-06T04:07:48.374Z,168861646837402
"""Sean @ I9uEZMV7hl"" collected 1.20 from pot with Pair, 8's (combination: 8♦, 8♣, K♦, 10♥, 9♣)",2023-07-06T04:07:48.374Z,168861646837401
"""Sean @ I9uEZMV7hl"" shows a 8♦, 10♥.",2023-07-06T04:07:48.374Z,168861646837400
"""Owen @ JGirBATScU"" checks",2023-07-06T04:07:47.556Z,168861646755600
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:07:46.542Z,168861646654200
"River: 6♦, 8♣, K♦, 9♣ [3♣]",2023-07-06T04:07:43.468Z,168861646346800
"""Owen @ JGirBATScU"" checks",2023-07-06T04:07:42.615Z,168861646261500
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:07:38.454Z,168861645845400
"Turn: 6♦, 8♣, K♦ [9♣]",2023-07-06T04:07:34.464Z,168861645446400
"""Owen @ JGirBATScU"" checks",2023-07-06T04:07:33.631Z,168861645363100
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:07:32.603Z,168861645260300
"Flop:  [6♦, 8♣, K♦]",2023-07-06T04:07:28.659Z,168861644865900
"""Sean @ I9uEZMV7hl"" calls 0.60",2023-07-06T04:07:27.836Z,168861644783600
"""Owen @ JGirBATScU"" raises to 0.60",2023-07-06T04:07:25.937Z,168861644593700
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:07:23.267Z,168861644326700
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:07:18.904Z,168861643890400
"""Owen @ JGirBATScU"" posts a big blind of 0.20",2023-07-06T04:07:15.427Z,168861643542706
"""Sean @ I9uEZMV7hl"" posts a small blind of 0.10",2023-07-06T04:07:15.427Z,168861643542705
"Your hand is J♠, A♠",2023-07-06T04:07:15.427Z,168861643542704
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.00) | #9 ""Sean @ I9uEZMV7hl"" (8.31) | #10 ""Owen @ JGirBATScU"" (56.69)",2023-07-06T04:07:15.427Z,168861643542701
"-- starting hand #139 (id: 7etnpdf6hfzt)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ 8pl6FnZxfN"") --",2023-07-06T04:07:15.427Z,168861643542700
"-- ending hand #138 --",2023-07-06T04:07:09.418Z,168861642941803
"""Sean @ I9uEZMV7hl"" shows a A♠, 8♠.",2023-07-06T04:07:09.418Z,168861642941802
"""Owen @ JGirBATScU"" collected 1.50 from pot with Pair, 4's (combination: 4♦, 4♠, Q♣, J♥, 9♣)",2023-07-06T04:07:09.418Z,168861642941801
"""Owen @ JGirBATScU"" shows a 4♦, 4♠.",2023-07-06T04:07:09.418Z,168861642941800
"""Owen @ JGirBATScU"" checks",2023-07-06T04:07:08.579Z,168861642857900
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:07:07.230Z,168861642723000
"River: Q♣, 3♠, 9♣, J♥ [5♠]",2023-07-06T04:07:01.303Z,168861642130300
"""Owen @ JGirBATScU"" checks",2023-07-06T04:07:00.487Z,168861642048700
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:06:58.650Z,168861641865000
"Turn: Q♣, 3♠, 9♣ [J♥]",2023-07-06T04:06:55.000Z,168861641500000
"""Owen @ JGirBATScU"" checks",2023-07-06T04:06:54.147Z,168861641414700
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:06:53.060Z,168861641306000
"Flop:  [Q♣, 3♠, 9♣]",2023-07-06T04:06:47.591Z,168861640759100
"""Sean @ I9uEZMV7hl"" calls 0.70",2023-07-06T04:06:46.743Z,168861640674300
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:06:44.030Z,168861640403000
"""Owen @ JGirBATScU"" raises to 0.70",2023-07-06T04:06:43.035Z,168861640303500
"""Sean @ I9uEZMV7hl"" posts a big blind of 0.20",2023-07-06T04:06:39.894Z,168861639989406
"""Dirty Diaper @ 8pl6FnZxfN"" posts a small blind of 0.10",2023-07-06T04:06:39.894Z,168861639989405
"Your hand is 4♦, 4♠",2023-07-06T04:06:39.894Z,168861639989404
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.10) | #9 ""Sean @ I9uEZMV7hl"" (9.01) | #10 ""Owen @ JGirBATScU"" (55.89)",2023-07-06T04:06:39.894Z,168861639989401
"-- starting hand #138 (id: dspeksu92xtl)  (No Limit Texas Hold'em) (dealer: ""Owen @ JGirBATScU"") --",2023-07-06T04:06:39.894Z,168861639989400
"-- ending hand #137 --",2023-07-06T04:06:33.874Z,168861639387402
"""Owen @ JGirBATScU"" collected 3.00 from pot with Two Pair, 6's & 2's (combination: 6♠, 6♣, 2♦, 2♠, Q♣)",2023-07-06T04:06:33.874Z,168861639387401
"""Owen @ JGirBATScU"" shows a 2♦, 2♠.",2023-07-06T04:06:33.874Z,168861639387400
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:06:33.033Z,168861639303300
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:06:30.063Z,168861639006300
"""Owen @ JGirBATScU"" checks",2023-07-06T04:06:09.207Z,168861636920700
"River: 6♠, 5♦, Q♣, 6♣ [3♠]",2023-07-06T04:06:04.530Z,168861636453000
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:06:03.674Z,168861636367400
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:06:02.027Z,168861636202700
"""Owen @ JGirBATScU"" checks",2023-07-06T04:05:58.938Z,168861635893800
"Turn: 6♠, 5♦, Q♣ [6♣]",2023-07-06T04:05:57.520Z,168861635752000
"""Owen @ JGirBATScU"" calls 0.20",2023-07-06T04:05:56.629Z,168861635662900
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:05:49.176Z,168861634917600
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:05:45.945Z,168861634594500
"""Owen @ JGirBATScU"" checks",2023-07-06T04:05:41.657Z,168861634165700
"Flop:  [6♠, 5♦, Q♣]",2023-07-06T04:05:37.786Z,168861633778600
"""Sean @ I9uEZMV7hl"" calls 0.80",2023-07-06T04:05:36.958Z,168861633695800
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.80",2023-07-06T04:05:32.940Z,168861633294000
"""Owen @ JGirBATScU"" raises to 0.80",2023-07-06T04:05:30.748Z,168861633074800
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:05:25.986Z,168861632598600
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:05:23.299Z,168861632329906
"""Owen @ JGirBATScU"" posts a small blind of 0.10",2023-07-06T04:05:23.299Z,168861632329905
"Your hand is 2♦, 2♠",2023-07-06T04:05:23.299Z,168861632329904
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (21.10) | #9 ""Sean @ I9uEZMV7hl"" (10.01) | #10 ""Owen @ JGirBATScU"" (53.89)",2023-07-06T04:05:23.299Z,168861632329901
"-- starting hand #137 (id: twiivezfdd40)  (No Limit Texas Hold'em) (dealer: ""Sean @ I9uEZMV7hl"") --",2023-07-06T04:05:23.299Z,168861632329900
"-- ending hand #136 --",2023-07-06T04:05:17.291Z,168861631729104
"""Owen @ JGirBATScU"" collected 1.90 from pot with Full House, K's over 10's (combination: K♦, K♥, K♣, 10♠, 10♣)",2023-07-06T04:05:17.291Z,168861631729103
"""Owen @ JGirBATScU"" shows a 10♠, Q♦.",2023-07-06T04:05:17.291Z,168861631729102
"""Sean @ I9uEZMV7hl"" collected 1.90 from pot with Full House, K's over 10's (combination: K♦, K♥, K♣, 10♦, 10♣)",2023-07-06T04:05:17.291Z,168861631729101
"""Sean @ I9uEZMV7hl"" shows a 10♦, 3♥.",2023-07-06T04:05:17.291Z,168861631729100
"""Owen @ JGirBATScU"" calls 1.00",2023-07-06T04:05:16.459Z,168861631645900
"""Sean @ I9uEZMV7hl"" bets 1.00",2023-07-06T04:05:13.143Z,168861631314300
"River: K♦, 10♣, K♥, J♠ [K♣]",2023-07-06T04:05:07.280Z,168861630728000
"""Owen @ JGirBATScU"" checks",2023-07-06T04:05:06.406Z,168861630640600
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:05:05.432Z,168861630543200
"Turn: K♦, 10♣, K♥ [J♠]",2023-07-06T04:05:00.984Z,168861630098400
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:05:00.163Z,168861630016300
"""Owen @ JGirBATScU"" calls 0.60",2023-07-06T04:04:57.539Z,168861629753900
"""Sean @ I9uEZMV7hl"" bets 0.60",2023-07-06T04:04:55.826Z,168861629582600
"Flop:  [K♦, 10♣, K♥]",2023-07-06T04:04:42.799Z,168861628279900
"""Owen @ JGirBATScU"" checks",2023-07-06T04:04:41.963Z,168861628196300
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:04:39.623Z,168861627962300
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.20",2023-07-06T04:04:37.697Z,168861627769700
"""Owen @ JGirBATScU"" posts a big blind of 0.20",2023-07-06T04:04:28.788Z,168861626878806
"""Sean @ I9uEZMV7hl"" posts a small blind of 0.10",2023-07-06T04:04:28.788Z,168861626878805
"Your hand is 10♠, Q♦",2023-07-06T04:04:28.788Z,168861626878804
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (21.30) | #9 ""Sean @ I9uEZMV7hl"" (9.91) | #10 ""Owen @ JGirBATScU"" (53.79)",2023-07-06T04:04:28.788Z,168861626878801
"-- starting hand #136 (id: ivgvjou5wawu)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ 8pl6FnZxfN"") --",2023-07-06T04:04:28.788Z,168861626878800
"""Dirty Diaper @ 8pl6FnZxfN"" shows a A♦, 7♣.",2023-07-06T04:04:26.267Z,168861626626700
"-- ending hand #135 --",2023-07-06T04:04:25.184Z,168861626518402
"""Dirty Diaper @ 8pl6FnZxfN"" collected 0.80 from pot",2023-07-06T04:04:25.184Z,168861626518401
"Uncalled bet of 0.80 returned to ""Dirty Diaper @ 8pl6FnZxfN""",2023-07-06T04:04:25.184Z,168861626518400
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:04:24.353Z,168861626435300
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.80",2023-07-06T04:04:16.508Z,168861625650800
"River: 3♥, 2♣, 2♠, A♠ [2♦]",2023-07-06T04:04:10.812Z,168861625081200
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:04:09.981Z,168861624998100
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:03:56.878Z,168861623687800
"Turn: 3♥, 2♣, 2♠ [A♠]",2023-07-06T04:03:53.679Z,168861623367900
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:03:52.872Z,168861623287200
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:03:46.199Z,168861622619900
"Flop:  [3♥, 2♣, 2♠]",2023-07-06T04:03:38.268Z,168861621826800
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:03:37.450Z,168861621745000
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.20",2023-07-06T04:03:29.440Z,168861620944000
"""Owen @ JGirBATScU"" folds",2023-07-06T04:03:24.679Z,168861620467900
"""Sean @ I9uEZMV7hl"" posts a big blind of 0.20",2023-07-06T04:03:21.101Z,168861620110106
"""Dirty Diaper @ 8pl6FnZxfN"" posts a small blind of 0.10",2023-07-06T04:03:21.101Z,168861620110105
"Your hand is J♥, 5♠",2023-07-06T04:03:21.101Z,168861620110104
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.90) | #9 ""Sean @ I9uEZMV7hl"" (10.31) | #10 ""Owen @ JGirBATScU"" (53.79)",2023-07-06T04:03:21.101Z,168861620110101
"-- starting hand #135 (id: lfgasu8xlmwr)  (No Limit Texas Hold'em) (dealer: ""Owen @ JGirBATScU"") --",2023-07-06T04:03:21.101Z,168861620110100
"""Dirty Diaper @ 8pl6FnZxfN"" shows a 3♦, 4♣.",2023-07-06T04:03:18.775Z,168861619877500
"-- ending hand #134 --",2023-07-06T04:03:17.441Z,168861619744102
"""Owen @ JGirBATScU"" collected 1.80 from pot",2023-07-06T04:03:17.441Z,168861619744101
"Uncalled bet of 0.90 returned to ""Owen @ JGirBATScU""",2023-07-06T04:03:17.441Z,168861619744100
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:03:16.575Z,168861619657500
"""Owen @ JGirBATScU"" bets 0.90",2023-07-06T04:03:00.271Z,168861618027100
"Turn: 6♠, 4♥, 4♦ [6♥]",2023-07-06T04:02:56.060Z,168861617606000
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:02:55.245Z,168861617524500
"""Owen @ JGirBATScU"" checks",2023-07-06T04:02:48.320Z,168861616832000
"Flop:  [6♠, 4♥, 4♦]",2023-07-06T04:02:45.122Z,168861616512200
"""Sean @ I9uEZMV7hl"" calls 0.80",2023-07-06T04:02:44.296Z,168861616429600
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:02:36.504Z,168861615650400
"""Owen @ JGirBATScU"" raises to 0.80",2023-07-06T04:02:33.345Z,168861615334500
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:02:25.957Z,168861614595700
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:02:15.017Z,168861613501706
