entry,at,order
"""JackofHearts @ _kHfP4SW17"" calls 0.20",2023-07-06T02:33:06.528Z,168861078652800
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T02:33:04.632Z,168861078463208
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T02:33:04.632Z,168861078463207
"Your hand is 2♠, A♥",2023-07-06T02:33:04.632Z,168861078463206
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (35.30) | #2 ""JackofHearts @ _kHfP4SW17"" (15.00) | #9 ""Sean @ e9kYYd2t6l"" (1.80) | #10 ""Owen @ yW0aVOwsyd"" (22.90)",2023-07-06T02:33:04.632Z,168861078463202
"-- starting hand #35 (id: ltgutashp948)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T02:33:04.632Z,168861078463201
"The player ""JackofHearts @ _kHfP4SW17"" joined the game with a stack of 15.00.",2023-07-06T02:33:04.632Z,168861078463200
"""Dirty Diaper @ AvoHls2e56"" shows a 4♦, 7♦.",2023-07-06T02:33:00.181Z,168861078018100
"-- ending hand #34 --",2023-07-06T02:32:58.081Z,168861077808102
"""Owen @ yW0aVOwsyd"" collected 7.50 from pot with Straight, 9 High (combination: 9♣, 8♥, 7♥, 6♦, 5♠)",2023-07-06T02:32:58.081Z,168861077808101
"""Owen @ yW0aVOwsyd"" shows a 5♠, 9♣.",2023-07-06T02:32:58.081Z,168861077808100
"""Dirty Diaper @ AvoHls2e56"" calls 2.25",2023-07-06T02:32:57.239Z,168861077723900
"""Owen @ yW0aVOwsyd"" bets 2.25",2023-07-06T02:32:54.678Z,168861077467800
"River: 5♣, 6♦, 7♥, 7♣ [8♥]",2023-07-06T02:32:45.066Z,168861076506600
"The admin approved the player ""JackofHearts @ _kHfP4SW17"" participation with a stack of 15.00.",2023-07-06T02:32:44.823Z,168861076482300
"""Owen @ yW0aVOwsyd"" calls 0.75",2023-07-06T02:32:44.215Z,168861076421500
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:32:42.857Z,168861076285700
"""Dirty Diaper @ AvoHls2e56"" bets 0.75",2023-07-06T02:32:38.254Z,168861075825400
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:32:32.304Z,168861075230400
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:32:29.736Z,168861074973600
"Turn: 5♣, 6♦, 7♥ [7♣]",2023-07-06T02:32:22.464Z,168861074246400
"""Sean @ e9kYYd2t6l"" calls 0.30",2023-07-06T02:32:21.566Z,168861074156600
"""Dirty Diaper @ AvoHls2e56"" calls 0.30",2023-07-06T02:32:16.087Z,168861073608700
"""Owen @ yW0aVOwsyd"" bets 0.30",2023-07-06T02:32:13.920Z,168861073392000
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:32:00.900Z,168861072090000
"Flop:  [5♣, 6♦, 7♥]",2023-07-06T02:31:58.337Z,168861071833700
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:31:57.504Z,168861071750400
"The player ""JackofHearts @ _kHfP4SW17"" requested a seat.",2023-07-06T02:31:49.275Z,168861070927500
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:31:47.626Z,168861070762600
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T02:31:46.412Z,168861070641200
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T02:31:43.188Z,168861070318807
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T02:31:43.188Z,168861070318806
"Your hand is 5♠, 9♣",2023-07-06T02:31:43.188Z,168861070318805
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (38.80) | #9 ""Sean @ e9kYYd2t6l"" (2.30) | #10 ""Owen @ yW0aVOwsyd"" (18.90)",2023-07-06T02:31:43.188Z,168861070318802
"-- starting hand #34 (id: 15dvdkggd8ux)  (No Limit Texas Hold'em) (dead button) --",2023-07-06T02:31:43.188Z,168861070318801
"The player ""JackofHearts @ _kHfP4SW17"" quits the game with a stack of 0.00.",2023-07-06T02:31:43.188Z,168861070318800
"-- ending hand #33 --",2023-07-06T02:31:37.181Z,168861069718101
"""Owen @ yW0aVOwsyd"" collected 13.84 from pot with Pair, J's (combination: J♦, J♥, K♣, 10♥, 8♠)",2023-07-06T02:31:37.181Z,168861069718100
"River: 5♣, 10♥, 6♣, K♣ [8♠]",2023-07-06T02:31:33.126Z,168861069312600
"""Owen @ yW0aVOwsyd"" shows a J♦, J♥.",2023-07-06T02:31:29.053Z,168861068905301
"""JackofHearts @ _kHfP4SW17"" shows a 8♦, 4♠.",2023-07-06T02:31:29.053Z,168861068905300
"""Owen @ yW0aVOwsyd"" calls 0.63",2023-07-06T02:31:28.190Z,168861068819000
"""JackofHearts @ _kHfP4SW17"" bets 0.63 and go all in",2023-07-06T02:31:27.133Z,168861068713300
"Turn: 5♣, 10♥, 6♣ [K♣]",2023-07-06T02:31:20.327Z,168861068032700
"""JackofHearts @ _kHfP4SW17"" calls 4.94",2023-07-06T02:31:19.522Z,168861067952200
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:31:02.937Z,168861066293700
"""Owen @ yW0aVOwsyd"" raises to 4.94",2023-07-06T02:31:02.002Z,168861066200200
"""JackofHearts @ _kHfP4SW17"" bets 0.68",2023-07-06T02:30:55.568Z,168861065556800
"Flop:  [5♣, 10♥, 6♣]",2023-07-06T02:30:42.761Z,168861064276100
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:30:41.869Z,168861064186900
"""JackofHearts @ _kHfP4SW17"" calls 0.80",2023-07-06T02:30:21.035Z,168861062103500
"""Dirty Diaper @ AvoHls2e56"" calls 0.80",2023-07-06T02:30:19.010Z,168861061901000
"""Owen @ yW0aVOwsyd"" raises to 0.80",2023-07-06T02:30:18.055Z,168861061805500
"""Owen @ yW0aVOwsyd"" posts a missed big blind of 0.20",2023-07-06T02:30:12.529Z,168861061252910
"""Owen @ yW0aVOwsyd"" posts a missing small blind of 0.10",2023-07-06T02:30:12.529Z,168861061252909
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T02:30:12.529Z,168861061252908
"""JackofHearts @ _kHfP4SW17"" posts a small blind of 0.10",2023-07-06T02:30:12.529Z,168861061252907
"Your hand is J♦, J♥",2023-07-06T02:30:12.529Z,168861061252906
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (39.60) | #2 ""JackofHearts @ _kHfP4SW17"" (6.37) | #9 ""Sean @ e9kYYd2t6l"" (2.50) | #10 ""Owen @ yW0aVOwsyd"" (11.53)",2023-07-06T02:30:12.529Z,168861061252902
"-- starting hand #33 (id: rzc5lufvojdw)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T02:30:12.529Z,168861061252901
"The player ""Owen @ yW0aVOwsyd"" joined the game with a stack of 11.53.",2023-07-06T02:30:12.529Z,168861061252900
"""JackofHearts @ _kHfP4SW17"" shows a Q♦, 6♣.",2023-07-06T02:30:10.807Z,168861061080700
"""Dirty Diaper @ AvoHls2e56"" shows a 4♠, A♥.",2023-07-06T02:30:09.731Z,168861060973100
"-- ending hand #32 --",2023-07-06T02:30:08.126Z,168861060812602
"""Dirty Diaper @ AvoHls2e56"" collected 0.40 from pot",2023-07-06T02:30:08.126Z,168861060812601
"Uncalled bet of 0.20 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T02:30:08.126Z,168861060812600
"""JackofHearts @ _kHfP4SW17"" folds",2023-07-06T02:30:07.208Z,168861060720800
"""Dirty Diaper @ AvoHls2e56"" bets 0.20",2023-07-06T02:30:03.265Z,168861060326500
"Turn: 7♦, A♠, 4♣ [J♥]",2023-07-06T02:30:00.969Z,168861060096900
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:30:00.108Z,168861060010800
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:29:59.039Z,168861059903900
"Flop:  [7♦, A♠, 4♣]",2023-07-06T02:29:55.624Z,168861059562400
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:29:54.778Z,168861059477800
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T02:29:51.972Z,168861059197200
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:29:51.013Z,168861059101300
"""JackofHearts @ _kHfP4SW17"" posts a big blind of 0.20",2023-07-06T02:29:41.328Z,168861058132806
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T02:29:41.328Z,168861058132805
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (39.40) | #2 ""JackofHearts @ _kHfP4SW17"" (6.57) | #9 ""Sean @ e9kYYd2t6l"" (2.50)",2023-07-06T02:29:41.328Z,168861058132801
"-- starting hand #32 (id: 7mdafnaq4x5n)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T02:29:41.328Z,168861058132800
"""JackofHearts @ _kHfP4SW17"" shows a Q♥, 2♠.",2023-07-06T02:29:35.855Z,168861057585500
"-- ending hand #31 --",2023-07-06T02:29:34.809Z,168861057480902
"""Dirty Diaper @ AvoHls2e56"" collected 2.00 from pot with Pair, 9's (combination: 9♠, 9♥, A♠, K♣, J♣)",2023-07-06T02:29:34.809Z,168861057480901
"""Dirty Diaper @ AvoHls2e56"" shows a K♣, J♣.",2023-07-06T02:29:34.809Z,168861057480900
"""JackofHearts @ _kHfP4SW17"" calls 0.50",2023-07-06T02:29:34.004Z,168861057400400
"""Dirty Diaper @ AvoHls2e56"" bets 0.50",2023-07-06T02:29:32.727Z,168861057272700
"River: A♠, 5♥, 8♣, 9♠ [9♥]",2023-07-06T02:29:26.101Z,168861056610100
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:29:25.265Z,168861056526500
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:29:24.354Z,168861056435400
"Turn: A♠, 5♥, 8♣ [9♠]",2023-07-06T02:29:15.078Z,168861055507800
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:29:14.209Z,168861055420900
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:29:13.292Z,168861055329200
"Flop:  [A♠, 5♥, 8♣]",2023-07-06T02:29:08.271Z,168861054827100
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:29:07.454Z,168861054745400
"""JackofHearts @ _kHfP4SW17"" calls 0.40",2023-07-06T02:29:00.152Z,168861054015200
"""Dirty Diaper @ AvoHls2e56"" raises to 0.40",2023-07-06T02:28:53.859Z,168861053385900
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:28:48.444Z,168861052844400
"""JackofHearts @ _kHfP4SW17"" calls 0.20",2023-07-06T02:28:46.770Z,168861052677000
"The player ""Owen @ yW0aVOwsyd"" sit back with the stack of 11.53.",2023-07-06T02:28:45.264Z,168861052526400
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T02:28:41.111Z,168861052111107
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T02:28:41.111Z,168861052111106
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (38.30) | #2 ""JackofHearts @ _kHfP4SW17"" (7.47) | #9 ""Sean @ e9kYYd2t6l"" (2.70)",2023-07-06T02:28:41.111Z,168861052111102
"-- starting hand #31 (id: xikontcq6lqk)  (No Limit Texas Hold'em) (dealer: ""JackofHearts @ _kHfP4SW17"") --",2023-07-06T02:28:41.111Z,168861052111101
"The player ""Owen @ yW0aVOwsyd"" stand up with the stack of 11.53.",2023-07-06T02:28:41.111Z,168861052111100
"-- ending hand #30 --",2023-07-06T02:28:35.106Z,168861051510604
"""JackofHearts @ _kHfP4SW17"" collected 7.47 from pot with Pair, A's (combination: A♣, A♦, K♦, Q♥, 9♣)",2023-07-06T02:28:35.106Z,168861051510603
"""JackofHearts @ _kHfP4SW17"" shows a 5♣, A♣.",2023-07-06T02:28:35.106Z,168861051510602
"""Dirty Diaper @ AvoHls2e56"" collected 7.47 from pot with Pair, A's (combination: A♠, A♦, K♦, Q♥, 9♣)",2023-07-06T02:28:35.106Z,168861051510601
"""Dirty Diaper @ AvoHls2e56"" shows a A♠, 4♦.",2023-07-06T02:28:35.106Z,168861051510600
"""Dirty Diaper @ AvoHls2e56"" calls 5.17",2023-07-06T02:28:34.245Z,168861051424500
"""JackofHearts @ _kHfP4SW17"" bets 5.17 and go all in",2023-07-06T02:28:27.883Z,168861050788300
"River: A♦, 9♣, 3♣, Q♥ [K♦]",2023-07-06T02:28:20.697Z,168861050069700
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:28:19.831Z,168861049983100
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:28:18.801Z,168861049880100
"Turn: A♦, 9♣, 3♣ [Q♥]",2023-07-06T02:28:14.980Z,168861049498000
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:28:14.124Z,168861049412400
"""JackofHearts @ _kHfP4SW17"" calls 1.15",2023-07-06T02:28:12.877Z,168861049287700
"""Dirty Diaper @ AvoHls2e56"" bets 1.15",2023-07-06T02:28:09.455Z,168861048945500
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:28:00.176Z,168861048017600
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:27:59.113Z,168861047911300
"Flop:  [A♦, 9♣, 3♣]",2023-07-06T02:27:55.670Z,168861047567000
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:27:54.795Z,168861047479500
"""JackofHearts @ _kHfP4SW17"" calls 0.70",2023-07-06T02:27:50.146Z,168861047014600
"""Dirty Diaper @ AvoHls2e56"" calls 0.70",2023-07-06T02:27:48.944Z,168861046894400
"""Owen @ yW0aVOwsyd"" raises to 0.70",2023-07-06T02:27:42.466Z,168861046246600
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T02:27:33.548Z,168861045354807
"""JackofHearts @ _kHfP4SW17"" posts a small blind of 0.10",2023-07-06T02:27:33.548Z,168861045354806
"Your hand is J♥, K♠",2023-07-06T02:27:33.548Z,168861045354805
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (37.85) | #2 ""JackofHearts @ _kHfP4SW17"" (7.02) | #9 ""Sean @ e9kYYd2t6l"" (2.90) | #10 ""Owen @ yW0aVOwsyd"" (12.23)",2023-07-06T02:27:33.548Z,168861045354801
"-- starting hand #30 (id: f2lljvi0nz4p)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T02:27:33.548Z,168861045354800
"""JackofHearts @ _kHfP4SW17"" shows a 4♥, 6♥.",2023-07-06T02:27:31.230Z,168861045123000
"""Owen @ yW0aVOwsyd"" shows a 6♣, 8♠.",2023-07-06T02:27:30.108Z,168861045010800
"-- ending hand #29 --",2023-07-06T02:27:29.201Z,168861044920102
"""JackofHearts @ _kHfP4SW17"" collected 0.50 from pot",2023-07-06T02:27:29.201Z,168861044920101
"Uncalled bet of 0.60 returned to ""JackofHearts @ _kHfP4SW17""",2023-07-06T02:27:29.201Z,168861044920100
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:27:28.324Z,168861044832400
"""JackofHearts @ _kHfP4SW17"" raises to 0.80",2023-07-06T02:27:25.660Z,168861044566000
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:27:20.926Z,168861044092600
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T02:27:19.957Z,168861043995700
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:27:18.176Z,168861043817600
"""JackofHearts @ _kHfP4SW17"" posts a big blind of 0.20",2023-07-06T02:27:04.171Z,168861042417107
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T02:27:04.171Z,168861042417106
"Your hand is 6♣, 8♠",2023-07-06T02:27:04.171Z,168861042417105
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (37.95) | #2 ""JackofHearts @ _kHfP4SW17"" (6.72) | #9 ""Sean @ e9kYYd2t6l"" (2.90) | #10 ""Owen @ yW0aVOwsyd"" (12.43)",2023-07-06T02:27:04.171Z,168861042417101
"-- starting hand #29 (id: kqlxdhjr1rgq)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T02:27:04.171Z,168861042417100
"-- ending hand #28 --",2023-07-06T02:27:01.159Z,168861042115902
"""Owen @ yW0aVOwsyd"" collected 1.80 from pot",2023-07-06T02:27:01.159Z,168861042115901
"Uncalled bet of 0.90 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T02:27:01.159Z,168861042115900
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:27:00.272Z,168861042027200
"""Owen @ yW0aVOwsyd"" bets 0.90",2023-07-06T02:26:57.652Z,168861041765200
"River: 8♦, 10♦, 9♣, 3♥ [Q♥]",2023-07-06T02:26:51.429Z,168861041142900
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:26:50.616Z,168861041061600
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:26:48.813Z,168861040881300
"Turn: 8♦, 10♦, 9♣ [3♥]",2023-07-06T02:26:45.808Z,168861040580800
"""Owen @ yW0aVOwsyd"" calls 0.60",2023-07-06T02:26:44.998Z,168861040499800
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:26:43.440Z,168861040344000
"""Dirty Diaper @ AvoHls2e56"" bets 0.60",2023-07-06T02:26:28.311Z,168861038831100
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:26:24.001Z,168861038400100
"Flop:  [8♦, 10♦, 9♣]",2023-07-06T02:26:17.719Z,168861037771900
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:26:16.876Z,168861037687600
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T02:26:14.974Z,168861037497400
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:26:12.932Z,168861037293200
"""JackofHearts @ _kHfP4SW17"" folds",2023-07-06T02:26:03.967Z,168861036396700
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T02:26:01.683Z,168861036168307
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T02:26:01.683Z,168861036168306
"Your hand is K♥, 8♠",2023-07-06T02:26:01.683Z,168861036168305
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (38.75) | #2 ""JackofHearts @ _kHfP4SW17"" (6.72) | #9 ""Sean @ e9kYYd2t6l"" (3.10) | #10 ""Owen @ yW0aVOwsyd"" (11.43)",2023-07-06T02:26:01.683Z,168861036168301
"-- starting hand #28 (id: lod6keekjah9)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T02:26:01.683Z,168861036168300
"-- ending hand #27 --",2023-07-06T02:25:58.753Z,168861035875302
"""Dirty Diaper @ AvoHls2e56"" collected 1.00 from pot",2023-07-06T02:25:58.753Z,168861035875301
"Uncalled bet of 0.50 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T02:25:58.753Z,168861035875300
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:25:57.878Z,168861035787800
"""Dirty Diaper @ AvoHls2e56"" bets 0.50",2023-07-06T02:25:51.121Z,168861035112100
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:25:39.182Z,168861033918200
"River: 2♣, A♥, A♠, Q♣ [4♦]",2023-07-06T02:25:37.609Z,168861033760900
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:25:36.762Z,168861033676200
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:25:35.864Z,168861033586400
"""Dirty Diaper @ AvoHls2e56"" bets 0.20",2023-07-06T02:25:30.888Z,168861033088800
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:25:27.839Z,168861032783900
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:25:26.953Z,168861032695300
"Turn: 2♣, A♥, A♠ [Q♣]",2023-07-06T02:25:23.596Z,168861032359600
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:25:22.750Z,168861032275000
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:25:21.804Z,168861032180400
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:25:20.842Z,168861032084200
"Flop:  [2♣, A♥, A♠]",2023-07-06T02:25:08.780Z,168861030878000
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:25:07.954Z,168861030795400
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:25:06.371Z,168861030637100
"""JackofHearts @ _kHfP4SW17"" folds",2023-07-06T02:24:54.212Z,168861029421200
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T02:24:53.284Z,168861029328400
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T02:24:42.596Z,168861028259607
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T02:24:42.596Z,168861028259606
"Your hand is J♦, 9♣",2023-07-06T02:24:42.596Z,168861028259605
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (38.15) | #2 ""JackofHearts @ _kHfP4SW17"" (6.72) | #9 ""Sean @ e9kYYd2t6l"" (3.50) | #10 ""Owen @ yW0aVOwsyd"" (11.63)",2023-07-06T02:24:42.596Z,168861028259601
"-- starting hand #27 (id: bgtr1m94gwdo)  (No Limit Texas Hold'em) (dealer: ""JackofHearts @ _kHfP4SW17"") --",2023-07-06T02:24:42.596Z,168861028259600
"""JackofHearts @ _kHfP4SW17"" shows a 4♥, Q♥.",2023-07-06T02:24:40.440Z,168861028044000
"""Dirty Diaper @ AvoHls2e56"" shows a 3♥, 5♥.",2023-07-06T02:24:40.130Z,168861028013000
"-- ending hand #26 --",2023-07-06T02:24:38.274Z,168861027827402
"""Owen @ yW0aVOwsyd"" collected 2.60 from pot",2023-07-06T02:24:38.274Z,168861027827401
"Uncalled bet of 1.95 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T02:24:38.274Z,168861027827400
"""JackofHearts @ _kHfP4SW17"" folds",2023-07-06T02:24:37.434Z,168861027743400
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:24:36.541Z,168861027654100
"""Owen @ yW0aVOwsyd"" bets 1.95",2023-07-06T02:24:34.316Z,168861027431600
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:24:30.725Z,168861027072500
"Turn: J♣, 10♠, 10♥ [3♣]",2023-07-06T02:24:25.866Z,168861026586600
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:24:25.047Z,168861026504700
"""JackofHearts @ _kHfP4SW17"" calls 0.60",2023-07-06T02:24:14.938Z,168861025493800
"""Dirty Diaper @ AvoHls2e56"" calls 0.60",2023-07-06T02:24:13.722Z,168861025372200
"""Owen @ yW0aVOwsyd"" bets 0.60",2023-07-06T02:24:09.635Z,168861024963500
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:24:03.293Z,168861024329300
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:23:57.340Z,168861023734000
"Flop:  [J♣, 10♠, 10♥]",2023-07-06T02:23:52.790Z,168861023279000
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:23:51.930Z,168861023193000
"""JackofHearts @ _kHfP4SW17"" calls 0.20",2023-07-06T02:23:48.309Z,168861022830900
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T02:23:31.339Z,168861021133900
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T02:23:28.263Z,168861020826300
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T02:23:26.299Z,168861020629907
"""JackofHearts @ _kHfP4SW17"" posts a small blind of 0.10",2023-07-06T02:23:26.299Z,168861020629906
"Your hand is Q♣, J♥",2023-07-06T02:23:26.299Z,168861020629905
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (38.95) | #2 ""JackofHearts @ _kHfP4SW17"" (7.52) | #9 ""Sean @ e9kYYd2t6l"" (3.70) | #10 ""Owen @ yW0aVOwsyd"" (9.83)",2023-07-06T02:23:26.299Z,168861020629901
"-- starting hand #26 (id: cpeekxihju97)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T02:23:26.299Z,168861020629900
"""JackofHearts @ _kHfP4SW17"" shows a J♣, 6♦.",2023-07-06T02:23:23.823Z,168861020382300
"-- ending hand #25 --",2023-07-06T02:23:22.694Z,168861020269402
"""JackofHearts @ _kHfP4SW17"" collected 0.40 from pot",2023-07-06T02:23:22.694Z,168861020269401
"Uncalled bet of 1.00 returned to ""JackofHearts @ _kHfP4SW17""",2023-07-06T02:23:22.694Z,168861020269400
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:23:21.863Z,168861020186300
"""JackofHearts @ _kHfP4SW17"" bets 1.00",2023-07-06T02:23:00.918Z,168861018091800
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:22:53.545Z,168861017354500
"Turn: 4♦, J♦, 2♣ [3♠]",2023-07-06T02:22:46.657Z,168861016665700
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:22:45.844Z,168861016584400
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:22:43.644Z,168861016364400
"Flop:  [4♦, J♦, 2♣]",2023-07-06T02:22:31.098Z,168861015109800
"""JackofHearts @ _kHfP4SW17"" checks",2023-07-06T02:22:30.262Z,168861015026200
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T02:22:26.826Z,168861014682600
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:22:25.860Z,168861014586000
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:22:24.682Z,168861014468200
"""JackofHearts @ _kHfP4SW17"" posts a big blind of 0.20",2023-07-06T02:22:19.947Z,168861013994707
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T02:22:19.947Z,168861013994706
"Your hand is 4♥, 7♠",2023-07-06T02:22:19.947Z,168861013994705
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (39.15) | #2 ""JackofHearts @ _kHfP4SW17"" (7.32) | #9 ""Sean @ e9kYYd2t6l"" (3.70) | #10 ""Owen @ yW0aVOwsyd"" (9.83)",2023-07-06T02:22:19.947Z,168861013994701
"-- starting hand #25 (id: ore8eiiwpfjt)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T02:22:19.947Z,168861013994700
"""JackofHearts @ _kHfP4SW17"" shows a 2♠, Q♥.",2023-07-06T02:22:15.755Z,168861013575500
"-- ending hand #24 --",2023-07-06T02:22:13.422Z,168861013342202
"""Dirty Diaper @ AvoHls2e56"" collected 23.40 from pot with Full House, 8's over K's (combination: 8♥, 8♣, 8♠, K♠, K♦)",2023-07-06T02:22:13.422Z,168861013342201
"""Dirty Diaper @ AvoHls2e56"" shows a K♠, 8♥.",2023-07-06T02:22:13.422Z,168861013342200
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:22:12.585Z,168861013258500
"""JackofHearts @ _kHfP4SW17"" calls 7.60",2023-07-06T02:22:11.539Z,168861013153900
"""Dirty Diaper @ AvoHls2e56"" raises to 7.60",2023-07-06T02:21:56.938Z,168861011693800
"""Sean @ e9kYYd2t6l"" calls 4.40",2023-07-06T02:21:53.703Z,168861011370300
"""JackofHearts @ _kHfP4SW17"" raises to 4.40",2023-07-06T02:21:51.586Z,168861011158600
